statuses_count,followers_count,friends_count,favourites_count,listed_count,Target
25,25,250,0,0,0
26,17,278,0,0,0
38,14,283,0,0,0
30,17,276,0,0,0
28,14,249,0,0,0
20,15,296,0,0,0
24,17,273,0,0,0
28,13,282,0,0,0
32,9,308,0,0,0
28,14,281,0,0,0
29,18,280,0,0,0
26,10,237,0,0,0
28,16,266,0,0,0
27,16,255,0,0,0
23,21,253,0,0,0
25,13,326,0,0,0
29,19,303,0,0,0
26,21,269,0,0,0
25,19,302,0,0,0
24,12,294,0,0,0
38,11,262,0,0,0
20,19,257,0,0,0
35,21,270,0,0,0
30,18,247,0,0,0
22,22,258,0,0,0
30,11,258,0,0,0
28,13,276,0,0,0
18,18,276,0,0,0
25,21,274,0,0,0
26,16,278,0,0,0
27,17,311,0,0,0
24,26,276,0,0,0
32,16,264,0,0,0
25,17,270,0,0,0
28,14,249,0,0,0
25,15,267,0,0,0
25,14,269,0,0,0
29,14,284,0,0,0
26,9,299,0,0,0
27,25,306,0,0,0
26,15,274,0,0,0
22,13,251,0,0,0
35,13,275,0,0,0
19,13,263,0,0,0
22,13,260,0,0,0
28,13,247,0,0,0
33,22,319,0,0,0
37,21,294,0,0,0
29,13,306,0,0,0
38,12,236,0,0,0
24,20,250,0,0,0
23,10,263,0,0,0
29,14,280,0,0,0
37,20,290,0,0,0
31,15,261,0,0,0
24,12,245,0,0,0
24,9,264,0,0,0
32,14,296,0,0,0
25,20,263,0,0,0
27,14,285,0,0,0
20,19,243,0,0,0
20,21,267,0,0,0
20,14,254,0,0,0
36,13,290,0,0,0
28,15,285,0,0,0
24,17,233,0,0,0
29,13,280,0,0,0
24,15,235,0,0,0
18,12,255,0,0,0
37,42,404,0,0,0
33,18,264,0,0,0
20,17,244,0,0,0
29,12,239,0,0,0
29,15,297,0,0,0
20,12,254,0,0,0
26,23,279,0,0,0
31,18,250,0,0,0
23,18,233,0,0,0
40,23,272,0,0,0
29,11,245,0,0,0
27,22,275,0,0,0
29,14,248,0,0,0
37,16,297,0,0,0
23,21,254,0,0,0
26,11,230,0,0,0
30,15,264,0,0,0
38,22,302,0,0,0
28,20,239,0,0,0
26,21,281,0,0,0
27,13,275,0,0,0
32,16,251,0,0,0
30,13,274,0,0,0
31,20,259,0,0,0
29,18,291,0,0,0
56,25,522,0,0,0
36,15,252,0,0,0
13,21,273,0,0,0
22,11,253,0,0,0
26,12,307,0,0,0
30,22,303,0,0,0
34,20,280,0,0,0
28,17,281,0,0,0
30,14,265,0,0,0
17,20,259,0,0,0
30,15,271,0,0,0
29,11,275,0,0,0
53,13,299,0,0,0
35,16,294,0,0,0
36,16,290,0,0,0
35,12,301,0,0,0
26,13,238,0,0,0
32,12,286,0,0,0
29,17,252,0,0,0
34,12,260,0,0,0
40,16,284,0,0,0
28,25,272,0,0,0
26,17,278,0,0,0
27,7,296,0,0,0
37,20,300,0,0,0
32,23,284,0,0,0
61,42,435,0,0,0
32,17,300,0,0,0
19,13,275,0,0,0
24,10,259,0,0,0
37,12,290,0,0,0
22,12,252,0,0,0
14,10,237,0,0,0
34,13,237,0,0,0
22,15,216,0,0,0
34,14,251,0,0,0
21,14,251,0,0,0
22,11,241,0,0,0
29,7,221,0,0,0
35,12,242,0,0,0
30,11,272,0,0,0
33,9,237,0,0,0
22,7,263,0,0,0
31,12,201,0,0,0
26,17,215,0,0,0
31,8,233,0,0,0
28,19,224,0,0,0
32,15,256,0,0,0
28,8,240,0,0,0
20,11,207,0,0,0
30,12,224,0,0,0
14,5,190,0,0,0
28,7,205,0,0,0
19,14,265,0,0,0
29,9,197,0,0,0
24,16,268,0,0,0
22,11,244,0,0,0
24,14,204,0,0,0
31,11,242,0,0,0
26,18,219,0,0,0
26,11,218,0,0,0
37,16,227,0,0,0
26,8,232,0,0,0
24,16,214,0,0,0
19,12,228,0,0,0
25,8,203,0,0,0
35,13,221,0,0,0
18,7,201,0,0,0
25,8,210,0,0,0
17,6,204,0,0,0
27,14,202,0,0,0
34,11,228,0,0,0
23,12,210,0,0,0
19,16,216,0,0,0
25,8,222,0,0,0
28,9,224,0,0,0
23,12,214,0,0,0
27,8,219,0,0,0
30,11,228,0,0,0
20,14,201,0,0,0
21,15,236,0,0,0
32,11,253,0,0,0
21,12,211,0,0,0
27,13,204,0,0,0
21,7,210,0,0,0
26,11,203,0,0,0
2,0,37,0,0,0
1,0,34,0,0,0
4,1,23,0,0,0
3,0,35,0,0,0
3,1,22,0,0,0
3,2,44,0,0,0
4,1,32,0,0,0
3,1,33,0,0,0
2,1,30,0,0,0
3,2,29,0,0,0
4,0,37,0,0,0
3,2,42,0,0,0
3,2,24,0,0,0
2,2,26,0,0,0
3,1,22,0,0,0
2,0,36,0,0,0
2,0,40,0,0,0
3,3,46,0,0,0
0,0,32,0,0,0
1,1,33,0,0,0
3,1,27,0,0,0
1,1,32,0,0,0
2,0,21,0,0,0
4,2,43,0,0,0
2,1,24,0,0,0
3,1,42,0,0,0
2,0,39,0,0,0
4,4,36,0,0,0
3,0,37,0,0,0
3,1,39,0,0,0
4,3,31,0,0,0
2,2,38,0,0,0
2,0,31,0,0,0
5,0,31,0,0,0
3,3,32,0,0,0
3,1,42,0,0,0
4,0,17,0,0,0
4,0,41,0,0,0
2,2,24,0,0,0
3,1,44,0,0,0
1,2,21,0,0,0
3,2,48,0,0,0
3,0,48,0,0,0
2,0,38,0,0,0
5,1,36,0,0,0
3,0,32,0,0,0
1,0,11,0,0,0
1,1,32,0,0,0
3,3,54,0,0,0
3,1,22,0,0,0
2,0,31,0,0,0
5,0,41,0,0,0
3,0,29,0,0,0
4,0,40,0,0,0
2,0,31,0,0,0
4,0,36,0,0,0
2,2,29,0,0,0
1,1,32,0,0,0
3,1,34,0,0,0
4,1,45,0,0,0
3,0,21,0,0,0
2,1,36,0,0,0
1,4,25,0,0,0
3,0,39,0,0,0
1,1,24,0,0,0
1,2,22,0,0,0
3,0,42,0,0,0
2,0,28,0,0,0
4,0,33,0,0,0
2,1,38,0,0,0
2,3,36,0,0,0
0,1,21,0,0,0
2,0,29,0,0,0
2,0,33,0,0,0
2,1,36,0,0,0
2,6,45,0,0,0
3,3,33,0,0,0
3,1,38,0,0,0
4,1,24,0,0,0
3,0,30,0,0,0
1,1,25,0,0,0
1,1,20,0,0,0
3,1,23,0,0,0
0,1,24,0,0,0
4,1,24,0,0,0
3,0,34,0,0,0
1,1,23,0,0,0
1,2,26,0,0,0
4,0,25,0,0,0
2,3,24,0,0,0
6,2,26,0,0,0
3,1,34,0,0,0
3,1,22,0,0,0
2,0,25,0,0,0
0,1,34,0,0,0
3,0,24,0,0,0
4,0,28,0,0,0
1,1,21,0,0,0
2,1,22,0,0,0
1,0,25,0,0,0
3,0,24,0,0,0
2,1,26,0,0,0
3,1,28,0,0,0
2,1,18,0,0,0
3,0,31,0,0,0
1,1,9,0,0,0
4,0,28,0,0,0
2,1,17,0,0,0
4,1,27,0,0,0
3,0,19,0,0,0
3,1,20,0,0,0
1,1,19,0,0,0
6,0,19,0,0,0
1,0,16,0,0,0
0,0,17,0,0,0
2,1,21,0,0,0
0,0,20,0,0,0
2,1,8,0,0,0
3,0,15,0,0,0
1,0,17,0,0,0
3,0,16,0,0,0
1,2,19,0,0,0
2,2,15,0,0,0
1,1,17,0,0,0
1,2,20,0,0,0
2,0,15,0,0,0
2,1,20,0,0,0
2,1,14,0,0,0
1,0,18,0,0,0
1,2,15,0,0,0
2,2,15,0,0,0
2,1,18,0,0,0
3,1,22,0,0,0
2,0,18,0,0,0
2,0,22,0,0,0
2,0,24,0,0,0
1,1,12,0,0,0
1,1,21,0,0,0
2,1,19,0,0,0
1,0,17,0,0,0
0,1,17,0,0,0
2,0,15,0,0,0
2,0,16,0,0,0
0,0,17,0,0,0
20370,5470,2385,145,52,1
3131,506,381,9,40,1
4024,264,87,323,16,1
40586,640,622,1118,32,1
2016,62,64,13,0,1
3603,138,179,53,1,1
1183,128,168,2,5,1
6194,1062,1770,597,5,1
10962,23368,958,590,715,1
10947,760,712,693,27,1
2754,477,218,224,13,1
26713,1390,1177,914,68,1
4111,314,338,47,8,1
1441,97,203,25,2,1
1698,289,1930,45,3,1
402,93,78,36,4,1
16935,2242,918,44,124,1
9437,689,891,199,37,1
3742,505,571,100,3,1
770,81,181,89,2,1
1430,128,371,204,1,1
6996,899,305,346,28,1
3284,375,1039,1,8,1
160,46,146,22,0,1
292,57,110,5,0,1
5876,616,647,1061,29,1
7534,1132,1096,6,52,1
1294,254,276,89,8,1
6340,298,419,5,15,1
5472,6352,3873,65,11,1
22540,2065,1125,0,64,1
732,85,338,16,3,1
38781,623,323,1209,22,1
10451,1265,323,38,24,1
2784,256,873,284,2,1
823,43,109,5,1,1
442,79,259,0,3,1
350,86,131,116,3,1
3694,393,1047,6,8,1
9686,208,196,219,4,1
16427,555,755,8,18,1
1006,85,121,19,1,1
1122,300,951,8,6,1
1386,88,267,106,0,1
18267,1964,2003,22732,4,1
15365,3813,1505,550,63,1
2242,552,1446,13,8,1
4149,279,64,20,22,1
8384,2526,299,1178,41,1
612,100,259,24,2,1
660,126,407,0,0,1
5287,849,1846,117,3,1
2275,165,285,181,4,1
3551,87,174,7,2,1
282,12,36,6,0,1
493,47,80,24,0,1
1012,283,268,15,3,1
1706,134,257,0,2,1
103,45,66,0,0,1
189,35,178,6,0,1
3720,179,154,6,2,1
1566,110,295,71,1,1
1672,627,1089,11,4,1
969,69,210,233,1,1
7307,378,239,2620,30,1
4240,1012,1449,578,25,1
74,16,42,88,0,1
6866,463,330,2180,5,1
31546,151,301,294,2,1
966,69,318,3,0,1
28808,2638,1743,1021,39,1
386,88,205,25,1,1
3763,1169,1642,32,7,1
522,319,793,10,11,1
30547,445,489,304,16,1
6175,362,318,181,11,1
348,262,1513,28,1,1
484,232,431,10,0,1
2190,46,122,15,0,1
116,22,49,16,0,1
482,26,73,5,0,1
344,49,20,37,0,1
1805,258,191,4,14,1
748,85,460,80,1,1
34917,1161,194,2,28,1
3397,173,390,3,2,1
5561,587,295,4,9,1
3526,257,473,8,1,1
371,413,70,9,6,1
1361,149,463,289,2,1
887,280,502,13,1,1
3276,125,549,224,2,1
971,48,112,8,1,1
8173,231,433,413,3,1
728,120,406,16,1,1
350,46,115,240,1,1
9626,508,1153,3819,0,1
4736,414,1196,166,2,1
732,191,656,1,1,1
516,46,96,28,0,1
8635,1707,1376,3266,67,1
2935,184,302,1,5,1
1030,369,202,1,13,1
2035,209,168,216,2,1
3152,162,352,23,7,1
6131,488,366,1058,10,1
3902,290,347,918,12,1
4357,231,152,90,0,1
18810,685,688,12,29,1
3302,370,934,103,7,1
160,23,227,1,0,1
6002,272,336,0,15,1
1781,105,427,234,0,1
1184,75,138,0,0,1
13159,501,697,79,11,1
280,50,1273,8,1,1
5237,245,241,115,4,1
611,87,173,1,1,1
835,111,768,36,0,1
1187,44,136,19,1,1
2185,74,345,32,1,1
148,249,548,1,1,1
1073,89,237,53,1,1
127,23,152,1,0,1
1601,147,405,9,3,1
704,129,380,12,0,1
57,76,650,0,0,1
552,80,290,11,1,1
4862,116,160,98,2,1
1652,412,1974,4,3,1
1786,63,185,342,2,1
238,45,99,39,0,1
764,99,226,22,0,1
5745,641,1221,95,5,1
2703,170,635,4,0,1
2683,57,215,82,0,1
2064,238,590,26,5,1
709,116,112,124,2,1
2893,160,227,71,4,1
1425,83,70,616,1,1
246,333,1598,10,0,1
519,139,454,17,3,1
1876,120,146,112,0,1
13774,254,192,520,5,1
16195,5027,5530,6698,73,1
3885,2812,1988,966,45,1
9147,100,162,369,4,1
80,54,187,46,1,1
684,65,281,1,0,1
351,28,76,3,1,1
6351,98,75,127,4,1
9372,179,723,87,0,1
537,117,552,4,1,1
446,84,418,4,1,1
5999,258,770,14,2,1
11156,148,104,18,5,1
139,53,53,0,1,1
567,77,171,6,0,1
77,14,18,1,1,1
235,78,152,55,0,1
25575,1672,802,2329,52,1
120,62,183,27,0,1
1130,88,111,97,4,1
79876,473,299,203,16,1
613,46,105,46,0,1
4288,126,199,5,1,1
3896,369,250,20,10,1
44,4,12,1,1,1
2277,150,536,33,5,1
326,444,620,1524,1,1
3730,220,282,34,6,1
2060,100,164,19,0,1
787,63,161,43,1,1
640,77,227,13,1,1
2475,207,356,38,1,1
1334,94,338,97,0,1
1349,161,546,1609,5,1
1533,96,168,46,0,1
413,42,275,42,0,1
2185,64,262,173,0,1
8713,563,774,6688,11,1
650,95,139,2,0,1
2617,128,324,63,3,1
268,120,429,76,0,1
1110,179,2000,0,1,1
4707,1772,1771,23,8,1
1447,252,667,2,2,1
3020,516,443,225,3,1
302,56,156,12,4,1
1809,102,392,18,1,1
271,21,63,8,1,1
8890,189,283,176,2,1
13300,238,158,1905,5,1
6212,369,198,103,5,1
1570,243,761,388,9,1
1111,84,601,0,3,1
4812,575,860,30,18,1
34098,13890,12773,85,486,1
6273,588,868,16,9,1
183,17,78,3,1,1
8387,214,314,3049,11,1
1373,281,405,127,3,1
33,20,95,0,0,1
2636,54,100,0,0,1
3199,111,216,289,7,1
16037,635,320,86,16,1
5756,554,1853,32,10,1
4712,469,1988,98,5,1
1497,153,308,121,3,1
1959,289,364,56,1,1
7838,213,506,180,9,1
1476,125,187,0,0,1
5367,409,1159,27,25,1
1407,263,414,72,4,1
873,122,427,33,2,1
2396,46,68,154,0,1
1913,151,1172,171,0,1
96,23,60,1,0,1
540,116,220,45,1,1
21069,2221,1636,944,26,1
6256,517,34,264,3,1
4043,126,126,98,1,1
6213,245,153,0,11,1
4418,111,282,146,1,1
478,34,77,2,0,1
6631,292,611,66,3,1
93,18,186,28,0,1
802,44,63,29,0,1
315,44,138,9,0,1
831,75,217,519,0,1
277,35,139,0,1,1
4082,244,294,257,0,1
334,21,368,3,0,1
299,29,28,3,0,1
319,40,53,1,0,1
549,123,213,2,0,1
618,22,125,207,0,1
421,48,96,1,0,1
1205,233,40,29,1,1
1667,408372,194,4,744,1
9057,504,401,3891,9,1
294,30,96,4,0,1
294,42,81,13,0,1
508,479,261,0,17,1
4476,612,257,267,35,1
1132,131,193,4,1,1
364,74,182,4,1,1
1181,55,271,6,0,1
360,95,213,1,0,1
28,19,253,12,0,1
159,27,255,2,0,1
649,68,178,60,1,1
2264,169,1021,30,2,1
67,15,76,0,0,1
3833,111,216,0,1,1
76,30,96,8,0,1
495,34,68,5,0,1
2349,76,377,8,0,1
10619,11089,565,776,245,1
820,227,521,20,5,1
758,102,254,2,2,1
1065,144,543,156,0,1
380,65,186,1,0,1
9971,1271,619,10146,15,1
117,53,56,1,2,1
14467,1612,1581,431,10,1
1869,95,135,42,0,1
504,133,270,1,3,1
360,190,620,12,0,1
2620,357,826,17,1,1
3461,239,348,458,4,1
9966,115,454,60,10,1
2765,2698,261,56,159,1
24057,1076,840,69,36,1
30909,2818,3032,1981,87,1
2685,68,258,585,1,1
161,72,14,3,2,1
2656,95,174,224,3,1
16955,3286,2743,2,87,1
4067,777,1995,347,22,1
4190,140,190,46,0,1
14246,932,781,4047,30,1
594,44,91,0,0,1
360,81,182,78,0,1
707,27,59,1,1,1
444,125,452,16,4,1
15131,2107,1898,1170,28,1
5936,200,461,81,4,1
540,57,104,14,0,1
889,201,500,7,5,1
3980,625,268,267,8,1
5558,872,625,3146,7,1
1656,126,650,20,0,1
3139,237,487,32,7,1
5660,554,937,6,23,1
476,347,431,4,8,1
63,10,41,10,0,1
621,25,135,2,0,1
160,53,487,1,1,1
9410,577,776,448,7,1
777,87,305,0,2,1
10378,286,538,321,3,1
622,49,218,7,1,1
1550,235,533,5,3,1
6634,326,423,136,1,1
112,154,257,0,1,1
1671,86,80,50,2,1
887,547,1416,179,2,1
36944,582,437,702,10,1
200,43,203,2,2,1
104,63,295,0,1,1
101,22,29,3,0,1
1358,119,626,136,0,1
288,11,68,9,0,1
883,1047,1516,7,10,1
8662,172,115,31,1,1
1352,1403,1442,287,6,1
639,136,471,12,1,1
441,36,166,0,0,1
5369,300,102,28,3,1
30010,478,261,659,13,1
3366,78,215,6,0,1
1529,315,706,1409,1,1
2212,117,287,2,2,1
252,53,411,6,0,1
272,106,232,106,0,1
3088,221,561,723,0,1
629,61,179,236,1,1
3134,162,369,422,5,1
4145,3137,142,24,58,1
236,71,109,225,0,1
520,101,286,98,1,1
9824,195,117,102,8,1
493,300,310,3,6,1
6475,438,938,983,3,1
137,13,48,4,0,1
1257,160,243,259,1,1
5671,210,235,161,3,1
1149,45,85,19,0,1
4323,80,40,99,2,1
1063,88,228,35,1,1
106,74,334,0,0,1
1368,252,627,98,1,1
770,42,149,28,0,1
5755,201,165,3,0,1
3907,315,460,31,5,1
1465,61,158,38,2,1
3653,84,118,23,0,1
3569,127,290,4,3,1
8707,1053,448,400,30,1
1254,54,219,2,0,1
257,43,64,15,0,1
3204,120,253,4,0,1
1875,97,198,525,0,1
1287,22,105,4,0,1
6793,210,175,23,2,1
431,29,195,12,0,1
32223,4053,956,3025,54,1
107,89,81,4,0,1
8679,274,251,257,37,1
5707,281,259,2535,1,1
485,423,400,0,1,1
834,102,252,15,0,1
666,33,135,1,0,1
6812,163,445,253,2,1
1462,68,96,6,0,1
746,61,203,9,0,1
28833,329,588,61,11,1
1583,46,98,3756,2,1
572,133,209,37,0,1
2917,395,700,12,8,1
12381,297,215,259,3,1
5299,1218,554,13,18,1
2511,66,58,0,0,1
9,19,139,3,0,1
154,45,94,6,0,1
861,32,93,2,1,1
716,149,428,109,0,1
4428,1228,970,934,4,1
9115,464,410,3531,9,1
259,97,126,53,0,1
18470,1341,2002,4279,7,1
2493,275,549,8,0,1
1549,92,469,399,0,1
47918,3074,1686,434,42,1
280,117,184,4,1,1
12834,678,337,1903,12,1
1172,206,341,77,1,1
32448,1330,1609,834,23,1
144,58,194,67,0,1
4392,418,1020,6,1,1
3450,127,123,11,3,1
691,61,153,34,0,1
6554,411,560,637,10,1
1824,156,91,57,4,1
3110,128,178,63,2,1
922,174,383,67,0,1
15703,337,321,123,4,1
185,128,487,121,2,1
117,20,92,2,0,1
2630,44,133,16,1,1
3800,110,270,251,1,1
1535,56,158,96,1,1
363,35,236,11,0,1
3597,111,209,1,1,1
471,87,361,3,1,1
450,46,205,6,1,1
1359,1084,410,11,19,1
178,70,176,20,1,1
604,80,206,0,0,1
5811,1578,332,11,35,1
733,104,268,1,1,1
108,104,81,31,1,1
274,20,80,4,0,1
11114,737,1968,437,2,1
568,158,209,19,2,1
165,45,179,0,0,1
4837,222,338,5,0,1
5217,254,170,67,3,1
30,9,37,0,0,1
2894,80,145,10,1,1
4140,205,770,10,1,1
324,82,128,8,0,1
5315,219,383,186,3,1
593,193,879,16,0,1
18860,1377,693,646,50,1
1806,193,117,393,1,1
1096,45,289,84,0,1
759,286,1625,2,1,1
5311,1249,886,296,37,1
903,126,273,6,1,1
360,14,38,4,0,1
7227,786,834,2356,9,1
19620,1084,899,38,26,1
595,102,219,19,2,1
1215,105,547,14,0,1
634,430,546,5,3,1
2941,1230,1428,40,54,1
3784,336,787,173,3,1
185,12,66,4,0,1
288,42,148,21,3,1
440,58,256,1,1,1
1799,97,348,36,1,1
1200,4878,5335,2899,13,1
1336,152,193,355,0,1
648,95,89,59,3,1
225,77,178,219,1,1
276,87,171,40,1,1
892,37,660,1,0,1
4775,209,1163,8,2,1
446,111,528,15,0,1
1580,834,993,53,2,1
2541,143,276,231,3,1
205,41,175,3,0,1
982,75,290,89,0,1
630,86,185,1,2,1
512,99,163,25,0,1
6566,313,646,135,8,1
16432,1119,1529,2215,13,1
16490,260,350,1492,2,1
26,11,93,2,0,1
9317,161,195,2,3,1
891,68,267,5,1,1
1325,107,98,263,0,1
2186,193,320,24,1,1
1924,62,157,426,1,1
189,27,54,17,0,1
3316,378,662,3,4,1
10677,2436,1978,1204,10,1
1080,79,360,10,0,1
1828,129,340,15,0,1
798,29,105,3,0,1
642,68,122,190,0,1
2818,101,229,557,0,1
1260,105,230,25,1,1
4279,132,892,6,2,1
49,166,417,6,3,1
362,72,112,1,0,1
3427,396,962,13,5,1
52,24,137,0,0,1
24423,1057,1433,1834,16,1
1670,257,1462,145,2,1
1206,80,346,14,0,1
2161,150,137,266,1,1
518,148,488,17,0,1
1379,66,662,236,0,1
3332,269,253,281,1,1
4235,111,163,47,2,1
1075,75,160,163,0,1
438,35,316,2,0,1
103,14,50,0,0,1
2053,597,1994,19,4,1
639,48,123,1,1,1
3863,102,90,457,1,1
1573,54,109,37,1,1
506,20,22,6,0,1
1823,118,275,42,5,1
1598,39,74,16,2,1
768,68,143,60,0,1
1350,64,427,767,0,1
2386,338,400,810,6,1
741,311,904,62,3,1
217,47,73,216,0,1
1550,256,490,176,0,1
438,23,106,3,0,1
2074,94,361,216,0,1
1188,65,235,1,1,1
2698,136,222,159,0,1
1347,70,255,6,0,1
1148,141,599,20,2,1
3511,156,516,87,1,1
3693,172,370,105,0,1
9950,658,701,18,11,1
15238,516,801,30,3,1
195,19,53,58,0,1
3053,155,285,390,0,1
1086,141,249,1015,3,1
977,70,202,138,1,1
2846,289,201,61,9,1
948,66,236,0,1,1
3134,191,778,80,2,1
2171,189,313,148,0,1
1583,230,273,417,1,1
69,40,56,0,0,1
2177,88,281,437,1,1
1848,778,1999,0,3,1
2230,93,159,401,3,1
165,30,314,1,0,1
17681,937,1491,105,18,1
5845,611,745,547,9,1
3144,93,239,461,1,1
5544,260,522,124,1,1
556,237,358,38,3,1
660,757,263,34,22,1
331,95,396,8,0,1
4633,158,413,59,4,1
13511,1103,1999,1069,14,1
4,33,523,0,0,1
1420,49,97,36,0,1
1277,190,275,11,2,1
2692,591,899,43,5,1
2882,63,428,8,2,1
2500,90,137,504,1,1
847,49,79,2,0,1
19978,866,1524,580,18,1
668,38,71,204,0,1
2388,122,342,83,1,1
146,47,315,1,0,1
4542,184,204,1686,2,1
22679,560,661,381,7,1
6151,104,190,28,2,1
576,78,209,0,2,1
129,8,78,1,0,1
8784,353,582,37,3,1
2291,93,287,290,0,1
145,17,72,1,0,1
1029,207,414,0,3,1
16722,751,1953,1740,10,1
1406,319,1027,22,1,1
18528,852,1409,88,9,1
1166,82,92,511,0,1
3266,384,1172,39,6,1
507,34,88,35,0,1
1019,143,213,160,0,1
1401,203,441,275,2,1
203,97,255,66,3,1
3866,533,51,0,15,1
669,284,362,69,2,1
1128,396,1158,8,1,1
986,43,101,13,1,1
638,139,176,1,2,1
124,26,55,4,0,1
108,13,28,2,0,1
6532,181,237,70,1,1
899,77,344,0,0,1
1878,262,685,54,13,1
8639,348,491,412,5,1
842,77,200,3,0,1
1911,112,137,86,0,1
20,21,79,0,1,1
6652,383,1828,235,1,1
1587,57,276,84,2,1
24,71,259,5,18,1
1766,95,255,4,4,1
77,30,46,20,1,1
3119,426,653,344,1,1
2642,207,868,39,4,1
1780,62,346,274,1,1
293,42,139,0,0,1
853,62,388,38,0,1
1843,262,323,98,4,1
2222,159,227,69,0,1
1171,1158,550,12,18,1
178,40,248,24,0,1
2069,131,356,336,2,1
373,83,211,0,2,1
2368,78,272,40,1,1
825,76,396,130,0,1
